,0,1,2
142,3.0,0.3785957,-3.982125
143,5.0,0.33870313,-4.6759375
144,1.0,0.14189258,-0.6160625
145,6.0,0.25520508,-4.975
146,8.0,0.35701172,-4.0114375
147,5.0,0.36472656,-5.27075
148,4.0,0.29733594,-3.103625
149,4.0,0.20225391,-2.3948125
150,6.0,0.2812207,-4.057375
151,8.0,0.33430859,-3.2810625
152,4.0,0.25219727,-3.65825
153,4.0,0.32179492,-4.5561875
154,8.0,0.29611523,-5.2068125
155,6.0,0.25332422,-3.5625625
156,4.0,0.32887109,-4.583875
157,0.0,0.50985352,-2.284
158,2.0,0.32455469,-6.3529375
159,3.0,0.31819336,-4.47875
160,9.0,0.25239062,-3.4129375
161,8.0,0.32277539,-3.7033125
162,6.0,0.25852344,-4.745875
163,8.0,0.33418555,-2.956375
164,9.0,0.30691406,-4.4438125
165,3.0,0.36934766,-3.1859375
166,5.0,0.32936523,-4.9815
167,6.0,0.28472852,-5.4161875
168,8.0,0.16690234,-2.8409375
169,0.0,0.3864375,-1.5735
170,2.0,0.27851172,-5.1588125
171,2.0,0.161375,-3.141875
172,6.0,0.28683789,-4.4883125
173,8.0,0.33725781,-3.869
174,4.0,0.4166543,-6.32025
175,1.0,0.22682812,-0.9900625
176,0.0,0.52532227,-2.8126875
177,2.0,0.30006445,-4.989
178,7.0,0.18958984,-3.7131875
179,1.0,0.14505859,-0.5869375
180,0.0,0.45753516,-3.1154375
181,2.0,0.25207813,-5.338125
182,2.0,0.24014258,-2.9931875
183,7.0,0.21730273,-4.058625
184,1.0,0.17768945,-0.8363125
185,0.0,0.3889375,-3.2738125
186,9.0,0.15851172,-2.733375
187,2.0,0.39188867,-5.9671875
188,7.0,0.36164258,-5.9445
189,0.0,0.46608398,-2.914875
190,4.0,0.21068945,-3.207875
191,8.0,0.25451758,-1.7416875
192,0.0,0.30149805,-3.2504375
193,8.0,0.30048633,-3.50575
194,7.0,0.2030957,-3.4150625
195,2.0,0.20572852,-3.8619375
196,7.0,0.12221289,-1.896
197,1.0,0.093220703,-0.5623125
198,3.0,0.20792578,-2.2953125
199,2.0,0.34291211,-6.461375
200,7.0,0.21591406,-3.963125
201,3.0,0.33440625,-3.9676875
202,2.0,0.31355664,-4.3781875
203,2.0,0.16754883,-3.00825
204,2.0,0.2195957,-4.1358125
205,7.0,0.14884961,-3.037
206,1.0,0.1409375,-0.6854375
207,0.0,0.28036523,-3.41475
208,2.0,0.15616016,-3.1676875
209,2.0,0.16002539,-2.419375
210,8.0,0.24953906,-2.5758125
211,5.0,0.19998828,-4.3165625
212,4.0,0.13074219,-1.6263125
213,2.0,0.19980273,-2.6626875
214,2.0,0.28785156,-4.107875
215,7.0,0.24633398,-4.1683125
216,8.0,0.2707207,-4.2679375
217,7.0,0.19739063,-3.8541875
218,0.0,0.31999023,-3.4375
219,2.0,0.1929668,-3.8806875
220,7.0,0.12535156,-2.5491875
221,1.0,0.1327793,-0.6373125
222,0.0,0.31866406,-3.081875
223,2.0,0.17541602,-3.6166875
224,6.0,0.25545898,-3.367125
225,0.0,0.39345312,-2.227625
226,2.0,0.34135156,-3.9849375
227,7.0,0.21030664,-3.8050625
228,6.0,0.34923437,-6.008875
229,0.0,0.51370117,-4.112625
230,8.0,0.37868359,-4.4215
231,2.0,0.29270117,-3.2854375
232,7.0,0.21387305,-4.0073125
233,1.0,0.15301367,-0.3863125
234,1.0,0.13911328,-0.42825
235,0.0,0.28839453,-3.682625
236,1.0,0.12841992,-0.312625
237,7.0,0.17422656,-3.5231875
238,7.0,0.21604492,-4.5743125
239,6.0,0.24427539,-4.5516875
240,4.0,0.15451758,-3.617125
241,4.0,0.20004297,-3.977
242,6.0,0.17282227,-3.03875
243,2.0,0.26468555,-4.594875
244,9.0,0.16155273,-2.772875
245,1.0,0.13370312,-0.8206875
246,1.0,0.19053711,-0.814
247,9.0,0.31669531,-5.9090625
248,0.0,0.42789844,-4.0163125
249,3.0,0.36500586,-4.0619375
250,1.0,0.22575,-0.9669375
251,1.0,0.10354883,-0.8704375
252,8.0,0.22776367,-2.785125
253,1.0,0.13164844,-0.6746875
254,0.0,0.27570508,-1.7501875
255,3.0,0.29884375,-5.16125
256,1.0,0.14570117,-0.6723125
257,6.0,0.23999219,-3.8719375
258,1.0,0.17437305,-1.1169375
259,1.0,0.14452539,-0.301
260,7.0,0.18840039,-3.832625
261,5.0,0.25895117,-4.7979375
262,5.0,0.24378906,-4.7823125
263,3.0,0.2848457,-4.2438125
264,6.0,0.25048242,-4.595625
265,5.0,0.29211523,-5.5613125
266,0.0,0.27545117,-3.180875
267,6.0,0.24038672,-3.35325
268,8.0,0.33098047,-2.8483125
269,8.0,0.39789844,-2.9333125
270,0.0,0.2234082,-2.465375
271,0.0,0.28710156,-3.6726875
272,0.0,0.29000391,-4.12425
273,1.0,0.13310156,-0.8990625
274,4.0,0.16800391,-4.0455
275,9.0,0.19798242,-3.7665
276,5.0,0.18447266,-3.474625
277,7.0,0.19091211,-3.9148125
278,0.0,0.31611523,-3.318625
279,0.0,0.33362305,-3.660375
280,0.0,0.34348047,-2.28275
281,1.0,0.10353711,-0.32425
282,6.0,0.20749805,-4.2295
283,0.0,0.40778125,-2.2558125
284,1.0,0.11791602,-0.928125
285,9.0,0.2853125,-5.6540625
286,8.0,0.31657031,-3.592375
287,6.0,0.25561523,-4.500125
288,0.0,0.31162891,-3.9908125
289,1.0,0.15707422,-0.3799375
290,9.0,0.10989844,-1.7845
291,8.0,0.21885156,-1.7906875
292,6.0,0.23658008,-4.75075
293,8.0,0.31800195,-2.7066875
294,0.0,0.49688477,-3.0741875
295,0.0,0.44555664,-2.8524375
296,9.0,0.19408008,-3.92775
297,6.0,0.18142773,-3.918625
298,8.0,0.19188281,-2.0279375
299,5.0,0.20691602,-3.74675
300,4.0,0.1593418,-2.700125
301,4.0,0.13867773,-2.1584375
302,9.0,0.18956836,-3.929875
303,4.0,0.17995508,-2.70825
304,0.0,0.26838477,-3.1514375
305,8.0,0.17126758,-2.6516875
306,6.0,0.19194531,-3.868625
307,4.0,0.26805664,-5.3481875
308,8.0,0.29497461,-2.2556875
309,1.0,0.17952344,-0.905875
310,2.0,0.2980332,-4.735125
311,1.0,0.1520625,-0.365125
312,2.0,0.37451172,-5.1918125
313,1.0,0.14062305,-0.4494375
314,2.0,0.36505469,-6.3261875
315,6.0,0.22082227,-3.1940625
316,8.0,0.28387305,-3.2044375
317,0.0,0.19477539,-1.5100625
318,2.0,0.22577344,-4.980125
319,1.0,0.1064707,-1.0458125
320,3.0,0.1932832,-2.9311875
321,0.0,0.26169922,-2.8788125
322,2.0,0.17110742,-3.0755625
323,3.0,0.23298633,-2.002375
324,2.0,0.33290039,-3.62125
325,3.0,0.22383594,-2.1114375
326,5.0,0.20191211,-3.6116875
327,8.0,0.40943945,-2.8265625
328,0.0,0.42175977,-1.934
329,2.0,0.32070508,-4.3083125
330,7.0,0.35275195,-5.096875
331,9.0,0.31775,-3.28175
332,0.0,0.50997461,-1.53175
333,0.0,0.52543945,-1.5133125
334,0.0,0.5994668,-2.6765
335,0.0,0.32251953,-3.13
336,6.0,0.24281055,-4.319375
337,8.0,0.20573242,-2.702
338,9.0,0.1710625,-3.46225
339,7.0,0.076144531,-1.757125
340,7.0,0.26702148,-5.8805
341,9.0,0.28771484,-4.489
342,4.0,0.29344141,-5.347125
343,9.0,0.24877344,-4.000875
344,1.0,0.15307227,-0.6921875
345,2.0,0.46189453,-4.7460625
346,9.0,0.28038086,-4.51125
347,4.0,0.27433398,-3.6994375
348,5.0,0.4447832,-5.192375
349,3.0,0.44478125,-4.250625
350,8.0,0.34373047,-3.911375
351,5.0,0.22581641,-4.0114375
352,7.0,0.24305469,-4.645625
353,1.0,0.14643359,-0.4403125
354,8.0,0.24505859,-3.2475
355,0.0,0.4480918,-3.61075
356,1.0,0.19324805,-1.237
357,4.0,0.27416016,-5.666125
358,6.0,0.32563867,-6.033
359,5.0,0.30793359,-6.8123125
360,5.0,0.24226758,-5.4451875
361,3.0,0.20360742,-3.3480625
362,2.0,0.34991016,-4.7875
363,0.0,0.47799219,-2.5883125
364,1.0,0.18004688,-0.73
365,0.0,0.38176172,-3.197125
366,6.0,0.28956836,-6.3693125
367,6.0,0.30739453,-6.3014375
368,6.0,0.2695293,-5.3064375
369,6.0,0.24242383,-3.8374375
370,0.0,0.36821094,-2.479875
371,9.0,0.28737109,-4.235875
372,0.0,0.33624805,-2.221875
373,2.0,0.2875332,-5.1054375
374,6.0,0.32865234,-6.080125
375,0.0,0.31138867,-2.953875
376,5.0,0.33945508,-5.1548125
377,5.0,0.34478125,-5.5698125
378,9.0,0.25563281,-5.0321875
379,6.0,0.10011719,-1.7415625
380,1.0,0.09053515599999999,-0.549875
381,7.0,0.1034375,-2.272875
382,7.0,0.10009375,-2.2575
383,7.0,0.089693359,-1.929
384,6.0,0.2907207,-4.073875
385,1.0,0.18330469,-1.0176875
386,8.0,0.26678516,-2.513375
387,2.0,0.36113672,-5.1243125
388,0.0,0.28545508,-4.1744375
389,6.0,0.24306445,-4.2538125
390,0.0,0.40131641,-2.6543125
391,5.0,0.35733008,-5.43475
392,2.0,0.36351563,-4.783125
393,1.0,0.13256836,-0.4560625
394,6.0,0.14360156,-2.328
395,1.0,0.13386133,-1.2381875
396,8.0,0.25408203,-4.2065
397,6.0,0.19375391,-2.2433125
398,6.0,0.17743945,-2.8775625
399,6.0,0.24010547,-3.806125
400,0.0,0.49073242,-3.315625
401,9.0,0.17836914,-2.2420625
402,0.0,0.49304102,-2.30275
403,2.0,0.18582227,-3.371625
404,6.0,0.2029668,-3.2101875
405,0.0,0.29399219,-2.9063125
406,2.0,0.3866875,-5.8071875
407,5.0,0.23699023,-4.6709375
408,6.0,0.20204297,-4.244125
409,0.0,0.34798633,-4.020125
410,9.0,0.23387695,-4.2503125
411,0.0,0.29919727,-3.645375
412,2.0,0.18260156,-3.7633125
413,6.0,0.24741992,-3.6719375
414,0.0,0.44145898,-2.5428125
415,5.0,0.31241797,-5.316625
416,2.0,0.29004102,-4.75775
417,1.0,0.20066016,-0.89125
418,6.0,0.18073242,-3.306625
419,0.0,0.24614648,-3.1475
420,5.0,0.22704492,-4.5253125
421,4.0,0.17343359,-3.47525
422,6.0,0.21047461,-3.4828125
423,6.0,0.25583398,-4.462875
424,4.0,0.187875,-3.811875
425,7.0,0.26074023,-4.97875
426,3.0,0.27054883,-3.8561875
427,6.0,0.31945313,-3.7214375
428,1.0,0.22024414,-0.4883125
429,8.0,0.3456543,-3.2239375
430,2.0,0.19016016,-2.035125
431,1.0,0.13918359,-0.2368125
432,6.0,0.16511328,-3.0784375
433,0.0,0.34317578,-3.28275
434,9.0,0.23073633,-3.6994375
435,0.0,0.35558789,-3.6624375
436,2.0,0.26513867,-4.947625
437,6.0,0.22986914,-4.2670625
438,0.0,0.37868555,-2.908625
439,4.0,0.2849375,-5.4588125
440,3.0,0.22860547,-3.5635625
441,5.0,0.16456055,-2.7685625
442,6.0,0.25695703,-4.2045
443,0.0,0.42039648,-3.2233125
444,5.0,0.35155469,-4.9226875
445,6.0,0.19022461,-2.65175
446,1.0,0.14582422,-0.899875
447,8.0,0.24648828,-3.09025
448,2.0,0.27569727,-5.115
449,0.0,0.35105859,-2.2709375
450,6.0,0.17742578,-3.540875
451,0.0,0.23377734,-4.336375
452,9.0,0.2153418,-4.1908125
453,0.0,0.25773828,-3.7175625
454,2.0,0.22478906,-4.116125
455,6.0,0.22826562,-4.2855625
456,1.0,0.11248828,-0.94625
457,8.0,0.19146289,-3.1794375
458,0.0,0.17488281,-1.0215
459,1.0,0.11079297,-1.479125
460,6.0,0.17953516,-3.5239375
461,0.0,0.22948242,-2.170625
462,5.0,0.22054102,-4.6275625
463,2.0,0.23526758,-3.806875
464,2.0,0.22725781,-4.50175
465,6.0,0.24360156,-4.0944375
466,1.0,0.14000195,-0.3459375
467,7.0,0.21878516,-3.5774375
468,6.0,0.24295898,-4.509125
469,1.0,0.17200195,-1.5355625
470,6.0,0.20408203,-4.0919375
471,0.0,0.36972461,-1.8185
472,4.0,0.18525781,-3.2083125
473,7.0,0.21332617,-4.2690625
474,3.0,0.31200586,-4.8094375
475,1.0,0.17664258,-0.5855625
476,8.0,0.32058789,-2.162375
477,2.0,0.40533789,-6.4565
478,6.0,0.27999219,-5.3160625
479,0.0,0.37283398,-2.17775
480,9.0,0.24554297,-3.801875
481,0.0,0.46744336,-3.1958125
482,2.0,0.13626172,-2.8964375
483,6.0,0.35347656,-4.989375
484,1.0,0.19665234,-1.8435
485,7.0,0.27144727,-4.3475
486,0.0,0.43983398,-1.9830625
487,1.0,0.11981641,-0.8105625
488,6.0,0.17929883,-3.351875
489,0.0,0.18727148,-2.3613125
490,5.0,0.20003516,-3.9598125
491,2.0,0.18567383,-3.1919375
492,2.0,0.23300781,-4.5359375
493,0.0,0.25310938,-3.3103125
494,9.0,0.11208398,-2.1299375
495,2.0,0.29791797,-4.2606875
496,7.0,0.21219141,-4.848875
497,6.0,0.24193359,-4.4168125
498,0.0,0.29048438,-2.908625
499,9.0,0.20078516,-3.2855
500,0.0,0.3094082,-3.7965
501,2.0,0.13382422,-2.432
502,6.0,0.33174023,-5.8703125
503,1.0,0.15559375,-1.099625
504,8.0,0.343625,-3.1510625
505,2.0,0.27994922,-4.938125
506,1.0,0.13248242,-0.472
507,6.0,0.25383398,-5.38075
508,1.0,0.094105469,-1.25525
509,9.0,0.19883789,-3.663375
510,1.0,0.10238867,-0.5438125
511,3.0,0.2238125,-3.79475
512,6.0,0.16731445,-3.6010625
513,0.0,0.26782617,-3.1501875
514,9.0,0.20133789,-4.279625
515,0.0,0.26945117,-2.346375
516,2.0,0.22071289,-3.80325
517,6.0,0.32777344,-5.440125
518,1.0,0.16658594,-0.6339375
519,9.0,0.26242773,-3.55675
520,0.0,0.35231641,-2.5646875
521,0.0,0.15948437,-2.029
522,4.0,0.11014844,-2.056
523,6.0,0.15299414,-3.1221875
524,2.0,0.15137891,-3.006625
525,6.0,0.27254883,-4.6736875
526,1.0,0.14530859,-0.7505625
527,8.0,0.30064063,-4.62675
528,0.0,0.36882227,-3.3408125
529,1.0,0.13091406,-0.335375
530,4.0,0.26129492,-2.958625
531,6.0,0.28758984,-5.0668125
532,9.0,0.22720898,-3.548
533,9.0,0.18875977,-2.61775
534,2.0,0.19955273,-3.771
535,9.0,0.22943359,-3.84
536,7.0,0.23842773,-4.6815
537,1.0,0.21311133,-0.706
538,0.0,0.29429687,-3.6584375
539,2.0,0.27325391,-4.1274375
540,8.0,0.25929492,-3.3233125
541,0.0,0.26806055,-2.1526875
542,7.0,0.19726367,-3.866375
543,0.0,0.27436719,-2.3890625
544,2.0,0.24926172,-4.9521875
545,9.0,0.17658008,-3.196125
546,7.0,0.20499219,-4.49775
547,1.0,0.11116211,-0.5193125
548,0.0,0.22574414,-2.3684375
549,2.0,0.23277148,-3.7389375
550,8.0,0.23530273,-1.1014375
551,2.0,0.33430664,-5.211375
552,3.0,0.29704883,-3.9256875
553,4.0,0.08802734400000001,-1.490625
554,2.0,0.25137305,-4.0179375
555,8.0,0.28984375,-4.7261875
556,2.0,0.35638672,-4.4035
557,1.0,0.18099805,-0.7325625
558,2.0,0.32558398,-5.3535625
559,2.0,0.33105664,-4.730375
560,8.0,0.25291602,-4.2434375
561,6.0,0.21142773,-3.8814375
562,5.0,0.27249219,-4.408625
563,8.0,0.20922266,-2.4875625
564,2.0,0.22247266,-3.88825
565,8.0,0.18249414,-3.0206875
566,7.0,0.23956055,-4.2628125
567,3.0,0.23852734,-3.167
568,9.0,0.20630469,-3.6949375
569,2.0,0.21736328,-4.1575
570,8.0,0.2452207,-4.069625
571,2.0,0.25207227,-3.5475625
572,1.0,0.13950195,-0.3895625
573,7.0,0.17128516,-3.2225
574,2.0,0.31178906,-5.2914375
575,8.0,0.47007031,-3.4156875
576,2.0,0.42903711,-5.4879375
577,7.0,0.26625781,-5.1054375
578,2.0,0.34298242,-4.6171875
579,0.0,0.34233203,-3.7615
580,0.0,0.31919531,-2.3588125
581,9.0,0.32689258,-5.5529375
582,2.0,0.31602344,-4.9779375
583,2.0,0.20891211,-4.05275
584,8.0,0.25875391,-3.735125
585,3.0,0.28319336,-3.9333125
586,6.0,0.32301953,-5.892625
587,2.0,0.23894141,-3.915
588,8.0,0.25331055,-5.259125
589,3.0,0.2803125,-4.0429375
590,0.0,0.37255469,-4.3179375
591,3.0,0.33800977,-5.073625
592,2.0,0.25526562,-5.0723125
593,8.0,0.33484375,-4.3180625
594,6.0,0.30759375,-4.9255
595,0.0,0.44328906,-1.86225
596,1.0,0.14158398,-1.0695625
597,2.0,0.24241602,-4.259875
598,8.0,0.19809375,-3.069
599,1.0,0.10040625,-0.363125
600,0.0,0.26541797,-2.87675
601,2.0,0.32598828,-4.6885625
602,8.0,0.23054297,-3.08525
603,2.0,0.28779688,-4.5116875
604,6.0,0.29525195,-4.3768125
605,5.0,0.20799219,-4.0975625
606,2.0,0.20727734,-4.0871875
607,8.0,0.22968555,-4.1193125
608,2.0,0.17242188,-3.959375
609,6.0,0.20280859,-4.48875
610,2.0,0.34061719,-4.7765625
611,8.0,0.39870508,-6.2614375
612,4.0,0.2919043,-4.370125
613,3.0,0.32891211,-3.746125
614,2.0,0.26540234,-4.78625
615,8.0,0.33263477,-5.3505
616,2.0,0.34503711,-5.2139375
617,3.0,0.35856055,-4.7313125
618,2.0,0.35044531,-4.216
619,8.0,0.25126563,-2.5884375
620,1.0,0.17087891,-0.721875
621,1.0,0.1547793,-0.430125
622,2.0,0.27610742,-4.125
623,3.0,0.2579707,-2.818
624,2.0,0.31813086,-3.305625
625,2.0,0.29736914,-3.4948125
626,6.0,0.31284375,-5.4084375
627,2.0,0.34364453,-4.4915
628,1.0,0.241625,-0.6540625
629,2.0,0.25074023,-3.61675
630,2.0,0.33061523,-4.770625
631,2.0,0.32033008,-5.8004375
632,1.0,0.17457617,-0.277875
633,1.0,0.18857422,-0.419
634,6.0,0.28872656,-4.489375
635,2.0,0.32923242,-4.2795625
636,7.0,0.38066602,-7.1104375
637,0.0,0.51979883,-1.8845625
638,2.0,0.30735742,-5.0974375
639,2.0,0.37532617,-3.6785
640,4.0,0.33907031,-5.9951875
641,0.0,0.53860547,-3.504
642,1.0,0.23095117,-0.7899375
643,2.0,0.29718555,-5.8158125
644,3.0,0.2319375,-3.6893125
645,4.0,0.13936914,-2.2974375
646,5.0,0.35479102,-5.16575
647,2.0,0.18749414,-3.6476875
648,3.0,0.21820898,-2.6646875
649,0.0,0.28378711,-2.2425
650,6.0,0.32238477,-4.7973125
651,0.0,0.32110547,-2.0231875
652,9.0,0.18247852,-3.4698125
653,3.0,0.338125,-5.053
654,0.0,0.35166406,-3.349
655,0.0,0.26153125,-3.40475
656,3.0,0.19692188,-3.39575
657,0.0,0.28976367,-2.34075
658,0.0,0.2684375,-2.4340625
659,8.0,0.28254102,-2.7315
660,8.0,0.24461719,-3.759875
661,3.0,0.31208594,-5.566
662,0.0,0.44421484,-2.4914375
663,0.0,0.4392168,-2.4121875
664,8.0,0.30981836,-2.747
665,3.0,0.27745898,-4.6110625
666,3.0,0.25940625,-5.0618125
667,0.0,0.29695898,-1.7955625
668,2.0,0.37076953,-6.1594375
669,4.0,0.22047656,-4.6383125
670,0.0,0.27430469,-2.704875
671,3.0,0.2610918,-2.924625
672,0.0,0.2959082,-2.391625
673,8.0,0.25489844,-3.386625
674,1.0,0.13761328,-0.2299375
675,5.0,0.27346484,-5.3194375
676,3.0,0.25101953,-5.5248125
677,0.0,0.33640039,-2.6640625
678,2.0,0.36164258,-6.250875
679,7.0,0.22314258,-3.736875
680,4.0,0.15067578,-3.0638125
681,3.0,0.21958984,-2.6198125
682,0.0,0.36859766,-2.314875
683,8.0,0.28346094,-1.1570625
684,0.0,0.34080859,-1.552
685,9.0,0.24064453,-3.48475
686,3.0,0.19083008,-3.947625
687,0.0,0.27767969,-2.165375
688,0.0,0.30784375,-3.0463125
689,3.0,0.16535352,-3.2903125
690,0.0,0.3090957,-3.85075
691,2.0,0.19467773,-4.1794375
692,3.0,0.21100977,-3.42
693,0.0,0.38376562,-3.8575625
694,2.0,0.17297461,-3.49175
695,4.0,0.19796094,-2.50025
696,7.0,0.20363477,-4.17475
697,8.0,0.26345898,-4.1485
698,1.0,0.13340625,-0.3335625
699,1.0,0.12943359,-0.3091875
700,1.0,0.13410156,-0.3480625
701,1.0,0.12999609,-0.2566875
702,2.0,0.27598633,-4.2910625
703,1.0,0.11766797,-0.6435
704,3.0,0.308875,-5.303375
705,7.0,0.11845703,-2.042875
706,2.0,0.32173047,-4.30175
707,1.0,0.19902539,-0.705375
708,0.0,0.38344141,-3.6039375
709,3.0,0.26604102,-4.314875
710,8.0,0.28462109,-2.889125
711,0.0,0.35373438,-2.158625
712,3.0,0.26405078,-4.7771875
713,7.0,0.18641211,-3.39775
714,1.0,0.11714258,-0.2729375
715,3.0,0.25223437,-3.971
716,0.0,0.31676953,-2.14075
717,8.0,0.1962832,-2.790375
718,5.0,0.1849043,-3.6331875
719,1.0,0.1092793,-0.1195
720,6.0,0.11400195,-1.7169375
721,8.0,0.16263086,-2.6108125
722,5.0,0.14020508,-2.8765
723,7.0,0.13629297,-3.055125
724,0.0,0.2551543,-2.345875
725,8.0,0.17793555,-1.9318125
726,9.0,0.2215957,-3.9154375
727,1.0,0.13987891,-0.900375
728,1.0,0.1466582,-0.7234375
729,9.0,0.13289453,-2.4026875
730,8.0,0.28441602,-4.591875
731,0.0,0.40021875,-3.975125
732,0.0,0.37047461,-4.07375
733,0.0,0.43533203,-3.6585
734,5.0,0.35932617,-6.08425
735,2.0,0.30709375,-4.985375
736,0.0,0.34657227,-2.2581875
737,0.0,0.33625781,-1.9894375
738,1.0,0.18685742,-0.795125
739,1.0,0.15216406,-1.026125
740,2.0,0.35232031,-6.1666875
741,0.0,0.3046875,-2.61025
742,0.0,0.3295625,-2.4216875
743,3.0,0.33277148,-4.6433125
744,7.0,0.21788672,-4.6306875
745,5.0,0.33897266,-5.44625
746,9.0,0.21762695,-3.75125
747,4.0,0.21633789,-4.034625
748,0.0,0.30416992,-2.0409375
749,2.0,0.26931836,-4.2143125
750,9.0,0.15999805,-3.0535
751,7.0,0.12933398,-2.5115
752,4.0,0.11480469,-2.3643125
753,1.0,0.098416016,-0.5598125
754,0.0,0.33381445,-2.8750625
755,2.0,0.26952539,-5.3805
756,1.0,0.18373828,-0.7175625
757,3.0,0.26214258,-3.674
758,0.0,0.46308789,-2.4643125
